q,density,realpsi,imagpsi,phase
0.682,0.35434334210994445,-0.5340448455481154,0.2629438058852767,34.1
0.684,0.3533765972740469,-0.5568662252490088,0.2080302969544752,34.2
0.686,0.35240967069187495,-0.5740655801137301,0.15118988200458883,34.300000000000004
0.688,0.35144257831032943,-0.5854864345616677,0.09299577008980264,34.4
0.69,0.35047533603658626,-0.5910305250937812,0.03403313743920095,34.5
0.692,0.34950795973769777,-0.5906586241295178,-0.02510676162158017,34.599999999999994
0.694,0.34854046524019594,-0.5843907702994235,-0.08383252846623628,34.699999999999996
0.696,0.3475728683296985,-0.5723059045153831,-0.14155853908022553,34.8
0.698,0.3466051847505172,-0.5545409171032722,-0.19771078880217674,34.9
0.7,0.34563743020527005,-0.53128911717617,-0.25173260451406754,35.0
0.702,0.3446696203544955,-0.502798141191149,-0.30309016739119227,35.099999999999994
0.704,0.3437017708162691,-0.469367323211468,-0.35127779138108123,35.199999999999996
0.706,0.3427338971658242,-0.4313445547332572,-0.3958229051833563,35.3
0.708,0.34176601493517333,-0.38912266697838244,-0.4362906886226248,35.4
0.71,0.3407981396127343,-0.34313537325353505,-0.4722883179106715,35.5
0.712,0.3398302866429587,-0.29385281328319207,-0.5034687783453033,35.6
0.714,0.33886247142596193,-0.24177674529893828,-0.5295342074489752,35.699999999999996
0.716,0.3378947093171581,-0.18743543507190957,-0.5502387363650092,35.8
0.718,0.3369270156268958,-0.13137829397607123,-0.565390802453341,35.9
0.72,0.3359594056200981,-0.07417032053966838,-0.5748549114090797,36.0
0.722,0.33499189451590444,-0.016386401758622604,-0.5785528328107205,36.1
0.724,0.33402449748731633,0.041394468308225026,-0.5764642187341689,36.199999999999996
0.726,0.33305722966084494,0.0985949944769363,-0.568626640885685,36.3
0.728,0.33209010611616213,0.15464535264503337,-0.5551350475528053,36.4
0.73,0.33112314188575453,0.20898887050858914,-0.5361406474884167,36.5
0.732,0.3301563519545797,0.2610875601158691,-0.5118492335710997,36.6
0.734,0.32918975125972605,0.31042744723381205,-0.4825189646673226,36.7
0.736,0.32822335469007513,0.3565236447013906,-0.4484576295023998,36.8
0.738,0.32725717708596735,0.3989251196656389,-0.41001942147381626,36.9
0.74,0.3262912332388702,0.4372191078128535,-0.3676012581618874,37.0
0.742,0.3253255378910488,0.47103513138568276,-0.3216386837610199,37.1
0.744,0.32436010573524116,0.5000485818778021,-0.2726013967265028,37.2
0.746,0.32339495141433444,0.5239838327795978,-0.22098844856674502,37.3
0.748,0.32243008952104574,0.5426168525643523,-0.16732316287412716,37.4
0.75,0.3214655345976043,0.5557772932055121,-0.1121478263487911,37.5
0.752,0.32050130113543795,0.5633500348497626,-0.056018205703228165,37.6
0.754,0.3195374035748623,0.5652761727833264,0.0005020540779833234,37.7
0.756,0.318573856304772,0.5615534384644505,0.05684709362425295,37.8
0.758,0.3176106736623362,0.5522360520963329,0.11245450825730625,37.9
0.76,0.31664786993269606,0.5374340099243293,0.16677096542669514,38.0
0.762,0.31568545934866593,0.5173118151017901,0.21925771435631913,38.1
0.764,0.3147234560904371,0.4920866665235766,0.2693959330059596,38.2
0.766,0.31376187428528446,0.46202612541972116,0.3166918592495307,38.3
0.768,0.3128007280072765,0.42744528468009524,0.3606816554969615,38.4
0.77,0.31184003127698856,0.38870347079304574,0.4009359588144077,38.5
0.772,0.31087979806121824,0.34620051287803527,0.43706407189816415,38.6
0.774,0.30992004227270437,0.3003726175294076,0.468717753996194,38.7
0.776,0.3089607777698495,0.25168789202376896,0.49559457500913096,38.800000000000004
0.778,0.30800201835644353,0.20064156184000367,0.5174408004968757,38.9
0.78,0.3070437777813936,0.1477509313657404,0.5340537801213936,39.0
0.782,0.3060860697384536,0.09355013908937196,0.545283817121701,39.1
0.784,0.30512890786595864,0.038584760479377776,0.5510355016917764,39.2
0.786,0.30417230574656307,-0.01659368688434938,0.5512684965623804,39.300000000000004
0.788,0.3032162769069791,-0.07143328055167461,0.545997768618705,39.4
0.79,0.3022608348177211,-0.12538721718791873,0.5352932659613707,39.5
0.792,0.3013059928928514,-0.17791926798275082,0.519279045382474,39.6
0.794,0.30035176448973,-0.2285091110221611,0.49813186072524174,39.7
0.796,0.29939816290876625,-0.2766574875683224,0.4720792279704221,39.800000000000004
0.798,0.2984452013931752,-0.3218911311254501,0.4413969880911666,39.900000000000006
0.8,0.29749289312873506,-0.3637674206100305,0.406406393689199,40.0
0.802,0.2965412512435497,-0.4018787118650688,0.3674707501192751,40.1
0.804,0.29559028880781246,-0.43585630512929197,0.3249916461801042,40.2
0.806,0.2946400188335748,-0.46537400985849564,0.2794048134549575,40.300000000000004
0.808,0.2936904542745154,-0.49015127245771056,0.2311756569853379,40.400000000000006
0.81,0.29274160802571597,-0.5099558369769683,0.18079450312118361,40.5
0.812,0.29179349292343665,-0.5246059136037023,0.1287716130809173,40.6
0.814,0.2908461217448964,-0.5339718348023695,0.07563201294879937,40.699999999999996
0.816,0.2898995072080565,-0.5379771841556341,0.021910192514704708,40.8
0.818,0.28895366197140526,-0.5365993882983437,-0.031855273491975776,40.9
0.82,0.28800859863374945,-0.5298697677517684,-0.08512712761767806,41.0
0.822,0.28706432973400414,-0.5178730479062413,-0.1373748011329006,41.099999999999994
0.824,0.2861208677509892,-0.5007463368109027,-0.1880797009819272,41.199999999999996
0.826,0.2851782251032278,-0.47867758175533925,-0.2367403595251311,41.3
0.828,0.28423641414874723,-0.45190352181630866,-0.2828773959134315,41.4
0.83,0.28329544718488403,-0.420707158541847,-0.3260382399911539,41.5
0.832,0.282355336448091,-0.38541477170517086,-0.3658015721665806,41.6
0.834,0.28141609411374807,-0.34639251153496275,-0.4017814356914077,41.699999999999996
0.836,0.280477732295976,-0.30404260297278074,-0.4336309812196449,41.8
0.838,0.2795402630474534,-0.25879920128205114,-0.4610458073372165,41.9
0.84,0.2786036983592363,-0.2111239416994528,-0.4837668649261981,42.0
0.842,0.2776680501605807,-0.16150122874637027,-0.5015828977088367,42.1
0.844,0.2767333303187694,-0.11043331327719032,-0.5143323960605547,42.199999999999996
0.846,0.27579955063894007,-0.058435207309601785,-0.5219050461392608,42.3
0.848,0.27486672286391806,-0.006029488141617933,-0.5242426615000616,42.4
0.85,0.2739348586740514,0.046258955802457535,-0.5213395895979104,42.5
0.852,0.27300396968704826,0.09790818454667588,-0.513242590872798,42.6
0.854,0.2720740674578192,0.1484044188320797,-0.5000501934095535,42.699999999999996
0.856,0.27114516347832096,0.1972471530052787,-0.48191153141384063,42.8
0.858,0.2702172691774035,0.24395411762588629,-0.4590246808950242,42.9
0.86,0.269290395920661,0.2880660425718407,-0.4316345109437607,43.0
0.862,0.2683645550102848,0.32915117358982127,-0.4000300737878693,43.1
0.864,0.26743975768491995,0.36680949787125294,-0.3645415613566706,43.2
0.866,0.26651601511952444,0.4006766373044365,-0.32553686033678814,43.3
0.868,0.26559333842523214,0.4304273715279568,-0.2834177416196213,43.4
0.87,0.2646717386492182,0.45577875675331314,-0.23861572358422325,43.5
0.872,0.2637512267745673,0.4764928104960169,-0.19158765179461398,43.6
0.874,0.262831813720145,0.49237873681087974,-0.1428110403878756,43.7
0.876,0.2619135103404735,0.5032946713234318,-0.09277922266279401,43.8
0.878,0.2609963274256075,0.5091489302371488,-0.04199636012768846,43.9
0.88,0.2600802757010162,0.5099007525257607,0.009027639485444168,44.0
0.882,0.25916536582746613,0.5055605296403473,0.05978224399633811,44.1
0.884,0.2582516084009074,0.4961895222203951,0.10976140687693207,44.2
0.886,0.2573390139523642,0.48189906844460706,0.15846861450957453,44.3
0.888,0.25642759294782674,0.46284929373929307,0.2054218202452319,44.4
0.89,0.2555173557881467,0.4392473365288926,0.25015821621609896,44.5
0.892,0.25460831280893587,0.4113451095149828,0.2922387956569809,44.6
0.894,0.25370047428046727,0.3794366205595015,0.33125266075739246,44.7
0.896,0.25279385040757985,0.3438548815793834,0.3668210337775195,44.800000000000004
0.898,0.2518884513295862,0.30496843789085726,0.3986009322869134,44.9
0.9,0.25098428712018195,0.26317755413279464,0.42628847289231486,45.0
0.902,0.25008136778735923,0.21891009621398,0.4496217716736427,45.1
0.904,0.24917970327332398,0.17261715163678512,0.46838341370518993,45.2
0.906,0.24827930345441324,0.1247684330220703,0.4824024684593046,45.300000000000004
0.908,0.2473801781410183,0.07584751167359217,0.49155603252726193,45.4
0.91,0.24648233707750947,0.026346929556375954,0.49577028589908534,45.5
0.912,0.2455857899421638,-0.023236760891269713,0.4950210529719375,45.6
0.914,0.24469054634709583,-0.07240797914715816,0.48933386445546617,45.7
0.916,0.24379661583819118,-0.12067707118905703,0.4787835213616091,45.800000000000004
0.918,0.24290400789504304,-0.16756518672613335,0.4634931672554398,45.9
0.92,0.242012731930892,-0.2126090304869145,0.4436328798525942,46.0
0.922,0.24112279729256758,-0.25536544041252524,0.4194177978287099,46.1
0.924,0.24023421326043382,-0.2954157475119887,0.3911058033094968,46.2
0.926,0.23934698904833723,-0.3323698744912811,0.35899478489107234,46.300000000000004
0.928,0.23846113380355782,-0.3658701330447506,0.32341951015573306,46.400000000000006
0.93,0.2375766566067619,-0.395594682866718,0.2847481404580945,46.5
0.932,0.23669356647195997,-0.4212606189694532,0.24337842422333397,46.6
0.934,0.23581187234646458,-0.44262665774437887,0.19973360808963794,46.7
0.936,0.23493158311085363,-0.459495396336637,0.15425810791102845,46.800000000000004
0.938,0.2340527075789347,-0.47171512427620266,0.1074129838893855,46.9
0.94,0.23317525449771292,-0.4791811708770384,0.05967126590431518,47.0
0.942,0.23229923254736162,-0.48183677663251506,0.011513176440470752,47.099999999999994
0.944,0.23142465034119533,-0.47967348165270784,-0.0365787006380035,47.199999999999996
0.946,0.2305515164256463,-0.472731029058315,-0.08412425685325765,47.3
0.948,0.22967983928024302,-0.4610967861178722,-0.13065065293373876,47.4
0.95,0.22880962731759172,-0.4449046907405985,-0.1756970218148393,47.5
0.952,0.22794088888336111,-0.42433373566838084,-0.21881903403743883,47.599999999999994
0.954,0.22707363225626911,-0.3996060072998716,-0.2595932803177387,47.699999999999996
0.956,0.22620786564807258,-0.37098430048194725,-0.297621428065912,47.8
0.958,0.2253435972035602,-0.3387693347752076,-0.3325341110615925,47.9
0.96,0.22448083500054716,-0.3032966015999526,-0.3639945143246898,48.0
0.962,0.22361958704987342,-0.26493287525883447,-0.391701619420906,48.1
0.964,0.2227598612954041,-0.22407242407738795,-0.4153930789787997,48.199999999999996
0.966,0.22190166561403307,-0.18113296077253754,-0.4348476930326381,48.3
0.968,0.221045007815688,-0.13655137362469946,-0.4498874639028029,48.4
0.97,0.22018989564334018,-0.09077928206777845,-0.46037921064118315,48.5
0.972,0.2193363367730144,-0.04427846190471561,-0.4662357285583839,48.6
0.974,0.21848433881380366,0.0024838135103676306,-0.46741648396718893,48.699999999999996
0.976,0.21763390930788554,0.0490394691183775,-0.46392783897549544,48.8
0.978,0.2167850557305406,0.09492431383496863,-0.45582280589446267,48.9
0.98,0.21593778549017498,0.1396826691537035,-0.4432003355462087,49.0
0.982,0.21509210592834366,0.18287189451677996,-0.4262041484126913,49.1
0.984,0.21424802431977782,0.22406676451212443,-0.40502112211691627,49.2
0.986,0.2134055478724146,0.26286365461650957,-0.3798792531240249,49.3
0.988,0.21256468372742787,0.298884494293135,-0.3510452147495602,49.4
0.99,0.211725438959264,0.33178044874603874,-0.3188215375239589,49.5
0.992,0.21088782057567756,0.3612352935063754,-0.2835434416470259,49.6
0.994,0.21005183551777196,0.38696844924633966,-0.24557535463815378,49.7
0.996,0.20921749066004078,0.4087376477519459,-0.20530715031446667,49.8
0.998,0.20838479281041267,0.42634120379904833,-0.16315014788099647,49.9
1.0,0.2075537487102978,0.4396198717285441,-0.11953291216931106,50.0
1.002,0.20672436503463784,0.4484582697651209,-0.07489689789244898,50.1
1.004,0.20589664839195762,0.452785859525546,-0.029691982178193327,50.2
1.006,0.20507060532441962,0.4525774726727379,0.015628069412976307,50.3
1.008,0.20424624230788052,0.44785338124483803,0.06061015769197676,50.4
1.01,0.2034235657519506,0.43867891277810617,0.10480637974746261,50.5
1.012,0.2026025820000554,0.4251636159025069,0.14777848866719737,50.6
1.014,0.2017832973294994,0.40745998657366694,0.1891022386723292,50.7
1.016,0.2009657179515329,0.3857617694697276,0.2283715725897547,50.8
1.018,0.20014985001142027,0.360301853283112,0.26520261034193293,50.9
1.02,0.19933569958851138,0.33134978263390236,0.2992373992952369,51.0
1.022,0.19852327269631487,0.29920891308392444,0.33014738985406417,51.1
1.024,0.19771257528257427,0.2642132392022614,0.357636602590986,51.2
1.026,0.19690361322934558,0.226723928789843,0.38144445643296976,51.300000000000004
1.028,0.1960963923530779,0.18712559918268576,0.40134823094614325,51.4
1.03,0.19529091840469665,0.14582237399335987,0.4171651395402513,51.5
1.032,0.19448719706968734,0.10323376069546664,0.4287539944097996,51.6
1.034,0.19368523396818407,0.05979039108715336,0.4360164482010161,51.7
1.036,0.19288503465505835,0.015929667872622788,0.43889780169935494,51.800000000000004
1.038,0.19208660462001076,-0.027908638635453138,0.43738737122775556,51.9
1.04,0.19128994928766516,-0.07128679937040698,0.4315184138865785,52.0
1.042,0.1904950740176647,-0.1137734967274503,0.4213676132073674,52.1
1.044,0.18970198410477038,-0.15494811251533136,0.4070541321896961,52.2
1.046,0.18891068477896134,-0.19440489102323733,0.3887382449993884,52.300000000000004
1.048,0.18812118120553725,-0.23175693601119227,0.36661956278442287,52.400000000000006
1.05,0.18733347848522428,-0.26664000226833395,0.34093487307045484,52.5
1.052,0.18654758165428056,-0.29871604460693424,0.31195561599155197,52.6
1.054,0.18576349568460665,-0.3276764897468056,0.2799850241563257,52.7
1.056,0.18498122548385587,-0.3532451994675201,0.24535495621040107,52.800000000000004
1.058,0.18420077589554815,-0.37518109663360993,0.20842245710179597,52.900000000000006
1.06,0.1834221516991852,-0.3932804291972183,0.16956608065776882,53.0
1.062,0.1826453576103678,-0.4073786510170727,0.12918201231548404,53.1
1.064,0.18187039828091592,-0.4173519022636999,0.08768003169357902,53.2
1.066,0.18109727829898972,-0.4231180762682728,0.0454793561302906,53.300000000000004
1.068,0.18032600218921338,-0.4246374638745219,0.003004407333817787,53.400000000000006
1.07,0.1795565744128007,-0.42191297062721733,-0.03931945611675665,53.5
1.072,0.17878899936768253,-0.41498990643351336,-0.08107019752033646,53.6
1.074,0.17802328138863688,-0.4039553516216538,-0.12183330942259965,53.7
1.076,0.17725942474741982,-0.3889371075521394,-0.16120592767139605,53.800000000000004
1.078,0.17649743365289924,-0.3701022440672405,-0.19880081133962196,53.900000000000006
1.08,0.17573731225119055,-0.34765526005462,-0.23425014921563037,54.0
1.082,0.1749790646257936,-0.3218358772103415,-0.2672091554682279,54.1
1.084,0.17422269479773228,-0.2929164906782539,-0.2973594193673183,54.2
1.086,0.17346820672569574,-0.26119930358137844,-0.3244119765580467,54.300000000000004
1.088,0.17271560430618094,-0.2270131755142519,-0.3481100723178179,54.400000000000006
1.09,0.17196489137363824,-0.1907102178035552,-0.36823159044134,54.50000000000001
1.092,0.17121607170061762,-0.15266217074177055,-0.38459112486513275,54.6
1.094,0.17046914899791754,-0.11325660003238672,-0.39704167482396796,54.7
1.096,0.1697241269147352,-0.07289295133655235,-0.40547594818951005,54.800000000000004
1.098,0.16898100903881913,-0.03197850306492614,-0.40982726163658956,54.900000000000006
1.1,0.16823979889662238,0.009075741595758873,-0.41007003037421474,55.00000000000001
1.102,0.1675004999534594,0.04985918200125011,-0.40621984432524416,55.1
1.104,0.16676311561366244,0.08996572528008352,-0.39833313179861274,55.2
1.106,0.16602764922074184,0.12899782844482666,-0.38650641582936357,55.300000000000004
1.108,0.1652941040575462,0.166570437166098,-0.37087517242306905,55.400000000000006
1.11,0.16456248334642568,0.20231478220365465,-0.35161230389210424,55.50000000000001
1.112,0.163832790249396,0.23588199608751995,-0.32892624427242534,55.60000000000001
1.114,0.163105027868305,0.2669465146090376,-0.3030587174235248,55.7
1.116,0.1623791992449996,0.295209229995632,-0.27428217180557996,55.800000000000004
1.118,0.16165530736149625,0.32040036527907156,-0.2428969190634862,55.900000000000006
1.12,0.16093335514015103,0.34228204229744535,-0.20922800639694691,56.00000000000001
1.122,0.16021334544383292,0.3606505189648874,-0.17362185523196755,56.10000000000001
1.124,0.1594952810760979,0.37533807486733767,-0.13644270090766566,56.2
1.126,0.1587791647813645,0.3862145278617402,-0.09806886993280592,56.3
1.128,0.15806499924509157,0.3931883681328788,-0.05888893283203017,56.39999999999999
1.13,0.1573527870939573,0.396207500057956,-0.019297771679188933,56.49999999999999
1.132,0.15664253089603955,0.3952595862042973,0.020307397904390196,56.599999999999994
1.134,0.15593423316099786,0.39037199180001164,0.05953101023071524,56.699999999999996
1.136,0.15522789634025735,0.3816113320305166,0.0979830985739487,56.8
1.138,0.1545235228271931,0.36908262848529005,0.13528317034126028,56.89999999999999
1.14,0.15382111495731748,0.35292808496931577,0.1710639698978394,56.99999999999999
1.142,0.15312067500846782,0.3333254966637863,0.20497509185827434,57.099999999999994
1.144,0.15242220520099548,0.31048631023333184,0.23668640932399704,57.199999999999996
1.146,0.15172570769795732,0.2846533558968906,0.26589128356265357,57.3
1.148,0.15103118460530762,0.2560982756727511,0.2923095239686028,57.4
1.15,0.15033863797209207,0.2251186749443191,0.3156900697890354,57.49999999999999
1.152,0.14964806979064232,0.19203502714341922,0.3358133680196019,57.599999999999994
1.154,0.1489594819967732,0.15718736368721406,0.35249342503632136,57.699999999999996
1.156,0.14827287646997983,0.12093178331085264,0.3655795129041517,57.8
1.158,0.14758825503363704,0.08363681659239874,0.37495751485191825,57.9
1.16,0.14690561945519998,0.045679682754160775,0.3805508980920676,57.99999999999999
1.162,0.14622497144640578,0.007442476734161755,0.38232130595412445,58.099999999999994
1.164,0.14554631266347615,-0.030691674954232945,0.38026876515430486,58.199999999999996
1.166,0.1448696447073226,-0.06834245092126859,0.3744315079015074,58.3
1.168,0.14419496912375146,-0.10513612575809345,0.3648854124027567,58.4
1.17,0.14352228740367073,-0.14070927728944002,0.3517430691404654,58.5
1.172,0.14285160098329822,-0.17471237347190308,0.3351524840115503,58.599999999999994
1.174,0.14218291124437116,-0.20681320356525232,0.31529543300759794,58.699999999999996
1.176,0.14151621951435606,-0.23670011992988862,0.29238548654051283,58.8
1.178,0.14085152706666088,-0.2640850588589272,0.2666657247456783,58.9
1.18,0.14018883512084757,-0.28870631121598567,0.23840616809324794,59.0
1.182,0.13952814484284626,-0.3103310162947226,0.20790095037861386,59.099999999999994
1.184,0.13886945734517014,-0.3287573552154391,0.17546526361909853,59.199999999999996
1.186,0.1382127736871319,-0.3438164232973625,0.14143210653221827,59.3
1.188,0.13755809487506104,-0.35537376416025906,0.10614887009115831,59.4
1.19,0.13690542186252197,-0.36333055178140344,0.06997379512891158,59.5
1.192,0.13625475555053404,-0.3676244103282549,0.03327233808040703,59.599999999999994
1.194,0.13560609678779156,-0.3682298652666473,-0.0035865182975026244,59.699999999999996
1.196,0.13495944637088583,-0.3651584229716093,-0.04023397201089041,59.8
1.198,0.13431480504452736,-0.3584582798054331,-0.07630508949904452,59.9
1.2,0.13367217350176985,-0.3482136653377031,-0.11144243704196331,60.0
1.202,0.13303155238423459,-0.3345438280275874,-0.14529961979607034,60.099999999999994
1.204,0.1323929422823361,-0.3176016752334609,-0.17754469344712995,60.199999999999996
1.206,0.1317563437355086,-0.2975720828237885,-0.20786341491330537,60.3
1.208,0.13112175723243377,-0.27466989290250243,-0.23596230030528526,60.4
1.21,0.130489183211269,-0.24913762120024,-0.2615714604347247,60.5
1.212,0.1298586220598767,-0.2212428984901337,-0.2844471865347961,60.6
1.214,0.12923007411605467,-0.19127567293633332,-0.3043742614920117,60.699999999999996
1.216,0.12860353966776727,-0.15954520255069266,-0.3211679747590437,60.8
1.218,0.12797901895337724,-0.12637686889674385,-0.3346758221940038,60.9
1.22,0.12735651216187888,-0.0921088448217678,-0.3447788753208038,61.0
1.222,0.12673601943313137,-0.05708865030279483,-0.3513928078941522,61.1
1.224,0.12611754085809362,-0.021669631448985843,-0.35446857114694774,61.199999999999996
1.226,0.12550107647905956,0.013792601696709518,-0.35399271266156807,61.3
1.228,0.12488662628989415,0.04894374267373655,-0.34998733740377125,61.4
1.23,0.12427419023627041,0.08343432567640768,-0.342509713052336,61.5
1.232,0.12366376821590692,0.11692319690046282,-0.3316515253130649,61.6
1.234,0.12305536007880663,0.14908088571265438,-0.317537792386886,61.7
1.236,0.12244896562749552,0.17959284236494058,-0.3003254511338943,61.8
1.238,0.12184458461726294,0.20816251047569795,-0.2802016307049584,61.9
1.24,0.12124221675640187,0.23451420431259165,-0.2573816324682744,62.0
1.242,0.12064186170645044,0.2583957630158375,-0.23210663791006408,62.1
1.244,0.12004351908243369,0.2795809562737146,-0.20464116880898858,62.2
1.246,0.11944718845310617,0.2978716185794728,-0.17527032634747744,62.3
1.248,0.11885286934119546,0.3130994920325594,-0.14429683790765735,62.4
1.25,0.11826056122364563,0.3251277606678896,-0.11203794208538963,62.5
1.252,0.11767026353186215,0.33385226247353267,-0.07882214392647281,62.6
1.254,0.11708197565195669,0.33920236855684677,-0.04498587353138511,62.7
1.256,0.11649569692499284,0.34114152230821154,-0.01087008197893856,62.8
1.258,0.11591142664723264,0.3396674348554773,0.023183191021357193,62.9
1.26,0.11532916407038298,0.33481193656627556,0.05683424322644977,63.0
1.262,0.11474890840184315,0.32664048780453975,0.08974909541970592,63.1
1.264,0.1141706588049527,0.31525135554737616,0.12160280272466799,63.2
1.266,0.11359441439923983,0.3007744657849573,0.15208265887672195,63.3
1.268,0.11302017426067028,0.2833699448264581,0.18089126189432247,63.4
1.27,0.1124479374218966,0.26322636568772484,0.20774941113930687,63.5
1.272,0.11187770287250803,0.24055871861135458,0.2323988075971371,63.6
1.274,0.11130946955928092,0.21560612743932714,0.25460453132239724,63.7
1.276,0.11074323638642923,0.18862933599637477,0.27415727236022025,63.800000000000004
1.278,0.1101790022158558,0.15990799082568005,0.2908752940453177,63.9
1.28,0.10961676586740401,0.12973774852655418,0.3046061103698752,64.0
1.282,0.10905652611910949,0.0984272375588039,0.315227862070681,64.1
1.284,0.10849828170745263,0.06629490568560616,0.32265037918401585,64.2
1.286,0.10794203132761132,0.03366578521467974,0.3268159210220493,64.3
1.288,0.10738777363371399,0.0008682088575307056,0.327699587804278,64.4
1.29,0.106835507239093,-0.031769490645666414,0.3253094014983396,64.5
1.292,0.10628523071653827,-0.06392226399492958,0.31968605675302886,64.60000000000001
1.294,0.10573694259855146,-0.0952715790912671,0.31090234610888334,64.7
1.296,0.10519064137760042,-0.12550857295434165,0.29906226691537857,64.8
1.298,0.1046463255063736,-0.1543370906470835,0.28429982053629144,64.9
1.3,0.10410399339803503,-0.1814765813503547,0.2667775174549443,65.0
1.302,0.10356364342647964,-0.20666482331648153,0.246684604769019,65.10000000000001
1.304,0.10302527392658842,-0.22966045129151885,0.22423503526247704,65.2
1.306,0.10248888319448435,-0.2502452621128501,0.19966519973334187,65.3
1.308,0.10195446948778787,-0.2682262765378151,0.17323144651721697,65.4
1.31,0.10142203102587347,-0.28343753791648757,0.1452074141554526,65.5
1.312,0.10089156599012548,-0.29574163106021417,0.11588120489522727,65.60000000000001
1.314,0.10036307252419475,-0.30503090754877404,0.0855524281605497,65.7
1.316,0.09983654873425535,-0.31122840673343755,0.05452914428469704,65.8
1.318,0.09931199268926082,-0.3142884647994527,0.02312473963667462,65.9
1.32,0.09878940242120174,-0.3141970074183497,-0.008345235200713457,66.0
1.322,0.09826877592536232,-0.31097152471548717,-0.03956623233879453,66.10000000000001
1.324,0.09775011116057765,-0.30466073046941206,-0.07022784683031312,66.2
1.326,0.09723340604949093,-0.2953439106148087,-0.10002689894344835,66.3
1.328,0.09671865847881084,-0.28312996920857114,-0.12867042789531866,66.4
1.33,0.09620586629956877,-0.26815618300821625,-0.15587856752624077,66.5
1.332,0.0956950273273765,-0.2505866786739166,-0.18138727573496377,66.60000000000001
1.334,0.0951861393426835,-0.2306106493119522,-0.2049508911095614,66.7
1.336,0.0946792000910346,-0.20844032960172526,-0.2263444920614565,66.8
1.338,0.09417420728332765,-0.18430875106666272,-0.24536603588022243,66.9
1.34,0.09367115859607078,-0.15846730113876964,-0.26183825745269784,67.0
1.342,0.09317005167164029,-0.13118311150774886,-0.27561030990655233,67.10000000000001
1.344,0.09267088411853805,-0.1027363028214093,-0.28655913211957795,67.2
1.346,0.09217365351164904,-0.07341711409966033,-0.2945905308541442,67.30000000000001
1.348,0.091678357392499,-0.04352294622896934,-0.2996399682019227,67.4
1.35,0.09118499326951171,-0.013355349608308085,-0.30167304802774736,67.5
1.352,0.09069355861826633,0.016783013583199915,-0.300685698152294,67.60000000000001
1.354,0.09020405088175507,0.04659140193569442,-0.2967040480806112,67.7
1.356,0.08971646747063994,0.07577399182972887,-0.2897840051362879,67.80000000000001
1.358,0.08923080576351024,0.10404280910283603,-0.2800105348687814,67.9
1.36,0.0887470631071394,0.13112056635099603,-0.2674966545340959,68.0
1.362,0.08826523681674195,0.15674337795646598,-0.2523821512776575,68.10000000000001
1.364,0.08778532417623025,0.1806633263098119,-0.2348320393449426,68.2
1.366,0.08730732243847122,0.20265085432892926,-0.21503477318384184,68.30000000000001
1.368,0.0868312288255427,0.22249696125359503,-0.19320023565839392,68.4
1.37,0.08635704052898968,0.24001518079094458,-0.16955752274340372,68.5
1.372,0.0858847547100806,0.2550433229822793,-0.14435254799357503,68.60000000000001
1.374,0.08541436850006319,0.2674449636313465,-0.11784549176057155,68.7
1.376,0.08494587900042026,0.2771106677525044,-0.09030812155161555,68.8
1.378,0.08447928328312503,0.28395893623700197,-0.062021011071049695,68.89999999999999
1.38,0.08401457839089665,0.2879368677689739,-0.03327068635133762,69.0
1.382,0.08355176133745515,0.28902053092044416,-0.00434672795557031,69.1
1.384,0.0830908291077764,0.2872150442874288,0.024461141484949687,69.19999999999999
1.386,0.08263177865834638,0.2825543654673478,0.052865955147815474,69.3
1.388,0.0821746069174157,0.27510079259199066,0.08058635636802446,69.39999999999999
1.39,0.08171931078525362,0.26494418499098193,0.10734938111008352,69.5
1.392,0.0812658871344016,0.25220091233977354,0.13289314109233577,69.6
1.394,0.08081433280992696,0.2370125443160404,0.15696938123966706,69.69999999999999
1.396,0.08036464462967577,0.2195442953229626,0.1793458865455786,69.8
1.398,0.07991681938452587,0.19998324121235772,0.19980871507200534,69.89999999999999
1.4,0.07947085383863911,0.1785363271321093,0.21816423568682278,70.0
1.402,0.07902674472971372,0.15542818760996485,0.23424095121475938,70.1
1.404,0.07858448876923588,0.13089880175034935,0.24789108993579945,70.19999999999999
1.406,0.07814408264273126,0.10520100794642452,0.2589919507818488,70.3
1.408,0.07770552301001599,0.0785979037816925,0.2674469901328856,70.39999999999999
1.41,0.07726880650544746,0.05136015780295503,0.2731866407712921,70.5
1.412,0.07683392973817438,0.023763260580832446,0.27616885629038956,70.6
1.414,0.07640088929238692,-0.0039152570710211465,0.27637937704259835,70.7
1.416,0.07596968172756594,-0.03139861067361722,0.27383171652555616,70.8
1.418,0.07554030357873215,-0.05841352552236859,0.2685668699128389,70.89999999999999
1.42,0.07511275135669473,-0.08469294944263785,0.26065274921128595,71.0
1.422,0.07468702154829956,-0.10997868797801635,0.25018335224177823,71.1
1.424,0.07426311061667681,-0.134023936057184,0.2372776752676422,71.2
1.426,0.07384101500148832,-0.15659568136911878,0.22207838160890345,71.3
1.428,0.07342073111917433,-0.17747695610245856,0.20475024095658675,71.39999999999999
1.43,0.07300225536319994,-0.1964689153565591,0.1854783563163561,71.5
1.432,0.07258558410430091,-0.21339272239210597,0.16446619754340555,71.6
1.434,0.07217071369072882,-0.22809122293769538,0.14193346226142503,71.7
1.436,0.07175764044849628,-0.24043039298404856,0.11811378657054498,71.8
