q,density,realpsi,imagpsi,phase
-3.496,2.7763291764838065e-6,0.0007121367498096896,0.0015063832268232072,-174.8
-3.494,2.8154148305184993e-6,0.000562107076093321,0.0015809650424738419,-174.70000000000002
-3.492,2.8550278990010404e-6,0.0004042801993764017,0.0016406051991241578,-174.6
-3.49,2.8951751644213357e-6,0.00024014410635996014,0.001684489825615433,-174.5
-3.488,2.9358634917610845e-6,7.12716136502635e-5,0.0017119532262444474,-174.4
-3.486,2.9770998294324497e-6,-0.00010069438688397633,0.001722486711090251,-174.3
-3.484,3.0188912102267733e-6,-0.0002740566008558353,0.001715745957230883,-174.2
-3.482,3.061244752273016e-6,-0.0004470797759366627,0.001691556805496475,-174.10000000000002
-3.48,3.1041676600063903e-6,-0.000618007762103734,0.0016499194119671194,-174.0
-3.478,3.147667225146989e-6,-0.0007850810229508571,0.0015910106890116812,-173.9
-3.476,3.1917508276887184e-6,-0.0009465544265699638,0.0015151849871317777,-173.8
-3.474,3.236425936898421e-6,-0.001100715139266792,0.0014229729860708205,-173.70000000000002
-3.472,3.2817001123255654e-6,-0.0012459004418605018,0.0013150787814033697,-173.6
-3.47,3.3275810048222397e-6,-0.0013805152865828379,0.0011923751709648036,-173.5
-3.468,3.374076357573929e-6,-0.0015030494126878156,0.0010558971638340267,-173.4
-3.466,3.4211940071408145e-6,-0.0016120938408264215,0.0009068337529615509,-173.3
-3.464,3.468941884510068e-6,-0.0017063565700444938,0.0007465180107512867,-173.2
-3.462,3.5173280161587744e-6,-0.0017846773069071311,0.0005764155847732469,-173.10000000000002
-3.46,3.566360525128149e-6,-0.0018460410637129426,0.0003981116881149515,-173.0
-3.458,3.6160476321085936e-6,-0.0018895904719805434,0.00021329669549465793,-172.9
-3.456,3.666397656536129e-6,-0.0019146366683048222,2.375047196875463e-5,-172.8
-3.454,3.717419017699989e-6,-0.0019206686221967775,-0.00016867442428750458,-172.70000000000002
-3.452,3.769120235861799e-6,-0.0019073607895399424,-0.0003620705102426417,-172.6
-3.45,3.821509933386032e-6,-0.0018745789906918664,-0.0005544939504112697,-172.5
-3.448,3.874596835882312e-6,-0.0018223844288958522,-0.0007439837560056332,-172.4
-3.446,3.9283897733592364e-6,-0.0017510357823931667,-0.0009285814246139038,-172.3
-3.444,3.982897681390239e-6,-0.0016609893222740018,-0.0011063508271258223,-172.2
-3.442,4.03812960229117e-6,-0.001552897027499957,-0.0012753981434332447,-172.10000000000002
-3.44,4.094094686310101e-6,-0.0014276026884834775,-0.0014338916451897084,-172.0
-3.438,4.150802192829154e-6,-0.00128613601092887,-0.0015800811226709618,-171.9
-3.436,4.208261491578744e-6,-0.001129704752116016,-0.0017123167535900694,-171.8
-3.434,4.266482063864002e-6,-0.0009596849422462866,-0.0018290672145904708,-171.70000000000002
-3.432,4.325473503803911e-6,-0.00077760926365082,-0.0019289368410832794,-171.6
-3.43,4.385245519582816e-6,-0.0005851536803839622,-0.0020106816480775667,-171.5
-3.428,4.445807934714888e-6,-0.0003841224297762182,-0.0020732240336388402,-171.4
-3.426,4.507170689321201e-6,-0.00017643150570415502,-0.002115665997532731,-171.3
-3.424,4.569343841419919e-6,3.5909219554485586e-5,-0.0021373007203879632,-171.2
-3.422,4.632337568229415e-6,0.00025081507215551164,-0.0021376223632365563,-171.1
-3.42,4.69616216748473e-6,0.0004661466750703904,-0.0021163339634390293,-171.0
-3.418,4.7608280587671325e-6,0.0006797308780545964,-0.0020733533206345367,-170.9
-3.416,4.8263457848473115e-6,0.0008893823181817374,-0.0020088167853124362,-170.79999999999998
-3.414,4.892726013041887e-6,0.0010929254007514566,-0.0019230808827072653,-170.70000000000002
-3.412,4.9599795365838075e-6,0.0012882164832224337,-0.0018167217257846157,-170.6
-3.41,5.028117276006276e-6,0.0014731660397707782,-0.0016905321929121487,-170.5
-3.408,5.097150280540881e-6,0.0016457605812237328,-0.001545516868180675,-170.4
-3.406,5.167089729529411e-6,0.0018040841045087379,-0.0013828847650431022,-170.3
-3.404,5.237946933850156e-6,0.0019463388474447961,-0.0012040398767388973,-170.2
-3.402,5.309733337358196e-6,0.0020708651286863674,-0.0010105696196447778,-170.1
-3.4,5.382460518340358e-6,0.002176160058909798,-0.0008042312580011196,-170.0
-3.398,5.456140190984409e-6,0.0022608949178696994,-0.0005869364201814145,-169.9
-3.396,5.530784206863253e-6,0.002323931002697811,-0.00036073383756337474,-169.79999999999998
-3.394,5.606404556433546e-6,0.0023643337656846963,-0.00012779045690805354,-169.70000000000002
-3.392,5.683013370549583e-6,0.002381385074677993,0.00010962890426558487,-169.6
-3.39,5.760622921991913e-6,0.002374593446022177,0.0003491831727051516,-169.5
-3.388,5.839245627011415e-6,0.0023437021185126095,0.0005884777027984331,-169.4
-3.386,5.91889404688843e-6,0.002288694856972614,0.0008250878126330165,-169.3
-3.384,5.999580889507617e-6,0.002209799395606362,0.0010565829454829254,-169.2
-3.382,6.0813190109480525e-6,0.0021074884540304554,0.0012805512200128404,-169.1
-3.38,6.164121417089459e-6,0.001982478282628751,0.0014946241253220882,-169.0
-3.378,6.248001265233813e-6,0.0018357247183812286,0.001696501112159368,-168.9
-3.376,6.332971865743452e-6,0.0016684167573474266,0.0018839738293155112,-168.79999999999998
-3.374,6.419046683694828e-6,0.0014819676752931734,0.0020549497543932735,-168.70000000000002
-3.372,6.506239340548923e-6,0.0012780037532790576,0.0022074749709008173,-168.6
-3.37,6.594563615837783e-6,0.0010583506901295997,0.0023397558489167162,-168.5
-3.368,6.684033448867875e-6,0.0008250178083022294,0.0024501793944223882,-168.4
-3.366,6.774662940439783e-6,0.0005801801835359068,0.0025373320427315034,-168.3
-3.364,6.866466354585213e-6,0.00032615885150929277,0.002600016684209421,-168.2
-3.362,6.959458120320467e-6,6.539926634595098e-5,0.0026372677255602772,-168.1
-3.36,7.053652833417491e-6,-0.0001995517940771448,0.002648364007250152,-168.0
-3.358,7.149065258191841e-6,-0.00046607066264783744,0.0026328394169813788,-167.9
-3.356,7.245710329308436e-6,-0.0007314823275051643,0.002590491060369841,-167.79999999999998
-3.354,7.3436031536044065e-6,-0.0009930868422555826,0.0025213848729107665,-167.70000000000002
-3.352,7.442759011930217e-6,-0.0012481863455941938,0.00242585858174017,-167.6
-3.35,7.543193361008158e-6,-0.001494112424354362,0.0023045219513812597,-167.5
-3.348,7.64492183530921e-6,-0.0017282535469420848,0.0021582542743595603,-167.4
-3.346,7.74796024894788e-6,-0.0019480822897109636,0.0019881990950260412,-167.3
-3.344,7.852324597595505e-6,-0.0021511820772050516,0.0017957561828676144,-167.2
-3.342,7.958031060411857e-6,-0.0023352731583755793,0.0015825707997376938,-167.1
-3.34,8.065096001995666e-6,-0.0024982375449007772,0.0013505203335173464,-167.0
-3.338,8.173535974353607e-6,-0.002638142644594889,0.0011016983984391965,-166.9
-3.336,8.283367718888525e-6,-0.00275326333255941,0.0008383965293775835,-166.79999999999998
-3.334,8.394608168406592e-6,-0.002842102215138094,0.0005630836235531381,-166.70000000000002
-3.332,8.507274449143855e-6,-0.0029034078568043586,0.000278383308031525,-166.6
-3.33,8.621383882812087e-6,-0.002936190757712202,-1.2950565143308397e-5,-166.5
-3.328,8.736953988664416e-6,-0.0029397368896409565,-0.00030806007262956163,-166.4
-3.326,8.85400248558046e-6,-0.0029136186202813707,-0.0006040107789850626,-166.3
-3.324,8.972547294171706e-6,-0.0028577028800563526,-0.0008978204405611041,-166.2
-3.322,9.09260653890664e-6,-0.0027721564517198564,-0.0011864885781559867,-166.1
-3.32,9.21419855025642e-6,-0.0026574482905931916,-0.001467026629983159,-166.0
-3.318,9.337341866860757e-6,-0.002514348812219828,-0.0017364883867591798,-165.9
-3.316,9.462055237714578e-6,-0.0023439261141689894,-0.001992000403873262,-165.79999999999998
-3.314,9.588357624375167e-6,-0.002147539129406557,-0.0022307920817599505,-165.7
-3.312,9.716268203190715e-6,-0.0019268277397737174,-0.0024502251048483734,-165.6
-3.31,9.845806367549332e-6,-0.0016836999093632534,-0.002647821931845022,-165.5
-3.308,9.976991730150015e-6,-0.001420315928638121,-0.002821293035649939,-165.39999999999998
-3.306,1.0109844125294392e-5,-0.0011390698906850393,-0.00296856259988385,-165.3
-3.304,1.0244383611200796e-5,-0.0008425685507128331,-0.00308779239077864,-165.2
-3.302,1.0380630472339426e-5,-0.0005336077484891904,-0.0031774035379680252,-165.1
-3.3,1.0518605221790188e-5,-0.00021514660053506294,-0.0032360959754105553,-165.0
-3.298,1.0658328603622007e-5,0.00010972030570527334,-0.003262865314127745,-164.9
-3.296,1.0799821595295101e-5,0.00043779246013692373,-0.003257016941488386,-164.79999999999998
-3.294,1.0943105410085266e-5,0.0007657944440636233,-0.0032181771672060806,-164.7
-3.292,1.1088201499531302e-5,0.0010904081148000798,-0.0031463012638190636,-164.6
-3.29,1.1235131555904879e-5,0.001408305649834815,-0.0030416782789355317,-164.5
-3.288,1.1383917514703896e-5,0.0017161831266895348,-0.0029049325276794347,-164.39999999999998
-3.286,1.1534581557168746e-5,0.00201079430489442,-0.0027370217062663046,-164.3
-3.284,1.1687146112822335e-5,0.002288984270038699,-0.0025392316011616073,-164.2
-3.282,1.184163386203332e-5,0.002547722596757138,-0.002313167402503845,-164.1
-3.28,1.1998067738603719e-5,0.0027841356878727567,-0.002060741665060667,-164.0
-3.278,1.2156470932379918e-5,0.0029955379507483992,-0.0017841589945982953,-163.9
-3.276,1.2316866891888433e-5,0.0031794614792392314,-0.0014858975718138555,-163.79999999999998
-3.274,1.2479279326995604e-5,0.003333683920435636,-0.0011686876595671278,-163.7
-3.272,1.2643732211592186e-5,0.0034562542195897194,-0.0008354872716926597,-163.6
-3.27,1.2810249786302552e-5,0.003545515954120975,-0.0004894552128399349,-163.5
-3.268,1.297885656121903e-5,0.003600127988270195,-0.00013392172823193602,-163.39999999999998
-3.266,1.314957731866109e-5,0.0036190822036404682,0.00022764297035916234,-163.3
-3.264,1.3322437115960392e-5,0.0036017180873334025,0.0005916620110635882,-163.2
-3.262,1.3497461288270856e-5,0.003547733988422462,0.0009544866870013987,-163.1
-3.26,1.3674675451405018e-5,0.003457194884843587,0.0013124324666878495,-163.0
-3.258,1.3854105504695893e-5,0.003330536536136714,0.001661815840023904,-162.9
-3.256,1.4035777633885423e-5,0.0031685659325280005,0.001998991637078151,-162.79999999999998
-3.254,1.4219718314038937e-5,0.002972457987267836,0.002320390447309802,-162.7
-3.252,1.440595431248653e-5,0.0027437484565798194,0.002622555760990105,-162.6
-3.25,1.4594512691790887e-5,0.002484323109667592,0.002902180452446476,-162.5
-3.248,1.4785420812742476e-5,0.0021964032095847727,0.003156142226463849,-162.4
-3.246,1.497870633738165e-5,0.0018825274040177814,0.003381537654751714,-162.3
-3.244,1.5174397232048259e-5,0.0015455301627679474,0.0035757144388251618,-162.20000000000002
-3.242,1.537252177045903e-5,0.001188516935559013,0.003736301548904805,-162.1
-3.24,1.557310853681242e-5,0.0008148362393533701,0.0038612369054292534,-162.0
-3.238,1.5776186428922124e-5,0.0004280489182532593,0.003948792290372379,-161.9
-3.236,1.5981784661378016e-5,3.189485093398424e-5,0.003997595199599619,-161.8
-3.234,1.618993276873663e-5,-0.0003697425899583024,0.004006647374789496,-161.7
-3.232,1.640066060873915e-5,-0.0007728739952284201,0.003975339783746644,-161.60000000000002
-3.23,1.6613998365559554e-5,-0.0011734429383977907,0.0039034638509769645,-161.5
-3.228,1.6829976553080687e-5,-0.0015673661813640294,0.00379121877588158,-161.4
-3.226,1.70486260182008e-5,-0.0019505746740962199,0.0036392148135243716,-161.3
-3.224,1.7269977944168727e-5,-0.0023190549428444944,0.003448472432286105,-161.20000000000002
-3.222,1.7494063853949772e-5,-0.0026688904521457815,0.003220417303455386,-161.1
-3.22,1.772091561362059e-5,-0.0029963025207927394,0.002956871119530181,-161.0
-3.218,1.7950565435795536e-5,-0.0032976903710236712,0.00266003828029848,-160.9
-3.216,1.8183045883082217e-5,-0.0035696698935370466,0.002332488528215611,-160.8
-3.214,1.8418389871569042e-5,-0.0038091107185707442,0.0019771356567616976,-160.7
-3.212,1.865663067434245e-5,-0.004013171195176779,0.001597212456921695,-160.60000000000002
-3.21,1.889780192503647e-5,-0.0041793308969135644,0.0011962421072425641,-160.5
-3.208,1.9141937621412727e-5,-0.00430542029234809,0.0007780062516779743,-160.4
-3.206,1.938907212897291e-5,-0.00438964724287298,0.00034651004618993595,-160.3
-3.204,1.9639240184602248e-5,-0.004430620018185075,-9.405551052402721e-5,-160.20000000000002
-3.202,1.9892476900246106e-5,-0.004427366551126128,-0.0005393536151873307,-160.1
-3.2,2.0148817766617814e-5,-0.0043793496881657365,-0.0009849436914770725,-160.0
-3.198,2.0408298656940238e-5,-0.004286478229309061,-0.0014263250143637296,-159.9
-3.196,2.0670955830718973e-5,-0.004149113591290557,-0.0018589815053644174,-159.8
-3.194,2.0936825937549867e-5,-0.003968071970196755,-0.0022784272595122966,-159.7
-3.192,2.1205946020958467e-5,-0.0037446219237442053,-0.002680252351770764,-159.60000000000002
-3.19,2.147835352227449e-5,-0.0034804773388966144,-0.0030601684619807504,-159.5
-3.188,2.1754086284538788e-5,-0.003177785796900133,-0.0034140538533477434,-159.4
-3.186,2.2033182556445225e-5,-0.002839112394673581,-0.0037379972400813873,-159.3
-3.184,2.2315680996316313e-5,-0.00246741912836226,-0.004028340085110533,-159.20000000000002
-3.182,2.260162067611384e-5,-0.0020660399912509502,-0.004281716878854277,-159.1
-3.18,2.28910410854837e-5,-0.0016386519836742242,-0.004495092964765493,-159.0
-3.178,2.3183982135836493e-5,-0.0011892422765730363,-0.00466579949670449,-158.9
-3.176,2.34804841644626e-5,-0.0007220718124730315,-0.004791565136997984,-158.8
-3.174,2.378058793868367e-5,-0.00024163566743455093,-0.004870544132117799,-158.7
-3.172,2.408433466003881e-5,0.0002473794654716305,-0.004901340435034255,-158.6
-3.17,2.43917659685083e-5,0.0007401402768011477,-0.0048830275791935706,-158.5
-3.168,2.4702923946771836e-5,0.00123171390088136,-0.0048151640484149095,-158.4
-3.166,2.5017851124505084e-5,0.0017171165845550394,-0.004697803929449495,-158.29999999999998
-3.164,2.533659048271162e-5,0.0021913634915414985,-0.004531502679095608,-158.20000000000002
-3.162,2.5659185458093072e-5,0.002649519151894534,-0.004317317885196449,-158.1
-3.16,2.5985679947455622e-5,0.0030867480532416063,-0.0040568049501134235,-158.0
-3.158,2.631611831215521e-5,0.0034983648626629666,-0.003752007675877054,-157.9
-3.156,2.665054538257921e-5,0.003879883765310669,-0.0034054437816910025,-157.8
-3.154,2.6989006462667958e-5,0.004227066408312936,-0.0030200854362716846,-157.7
-3.152,2.7331547334472856e-5,0.004535967946166224,-0.002599334939138361,-157.6
-3.15,2.7678214262754865e-5,0.0048029806966953924,-0.002146995735889177,-157.5
-3.148,2.8029053999620394e-5,0.005024874934681554,-0.00166723900219178,-157.4
-3.146,2.8384113789197846e-5,0.005198836373314181,-0.0011645660791484958,-157.29999999999998
-3.144,2.8743441372352345e-5,0.005322499911534306,-0.00064376708837098,-157.20000000000002
-3.142,2.9107084991441193e-5,0.0053939792578881285,-0.0001098760980096607,-157.1
-3.14,2.9475093395108726e-5,0.005411892078423779,0.0004318767493193759,-157.0
-3.138,2.9847515843121996e-5,0.00537538035712783,0.0009761156997642651,-156.9
-3.136,3.0224402111246333e-5,0.005284125702036941,0.0015173719637316802,-156.8
-3.134,3.060580249616287e-5,0.005138359378075788,0.002050137897289709,-156.7
-3.132,3.0991767820425725e-5,0.004938866898413261,0.0025689222604398715,-156.6
-3.13,3.138234943746202e-5,0.004686987059217202,0.0030683060056312015,-156.5
-3.128,3.1777599236612605e-5,0.004384605357615358,0.0035429980376205828,-156.4
-3.126,3.2177569648215616e-5,0.004034141788897203,0.003987890379046155,-156.29999999999998
-3.124,3.2582313648730984e-5,0.0036385330759687268,0.004398112174991964,-156.20000000000002
-3.122,3.299188476590949e-5,0.0032012094412226474,0.00476908197448277,-156.1
-3.12,3.3406337084002257e-5,0.0027260660877462843,0.005096557737261683,-156.0
-3.118,3.3825725249015664e-5,0.002217429612549629,0.005376684030367013,-155.9
-3.116,3.425010447400775e-5,0.0016800196287156523,0.005606035900807082,-155.8
-3.114,3.467953054443004e-5,0.0011189059254446388,0.0057816589379204066,-155.7
-3.112,3.511405982351145e-5,0.0005394615443583113,0.005901105071566681,-155.6
-3.11,3.555374925768876e-5,-5.268780340831683e-5,0.005962463689873572,-155.5
-3.108,3.59986563820791e-5,-0.0006517175123600069,0.005964387702535976,-155.4
-3.106,3.6448839325999965e-5,-0.0012516605448542404,0.005906114222266206,-155.29999999999998
-3.104,3.69043568185318e-5,-0.0018464660416123496,0.0057874795874978445,-155.20000000000002
-3.102,3.7365268194128376e-5,-0.002430059513251672,0.005608928503393801,-155.1
-3.1,3.783163339827099e-5,-0.0029964040224327603,0.0053715171350950525,-155.0
-3.098,3.830351299317042e-5,-0.0035395617488184978,0.005076910046423056,-154.9
-3.096,3.878096816351334e-5,-0.00405375531756794,0.0047273709383549535,-154.8
-3.094,3.9264060722257865e-5,-0.0045334282667839525,0.004325747203915425,-154.7
-3.092,3.975285311647309e-5,-0.004973304030287799,0.0038754483790648313,-154.6
-3.09,4.024740843322877e-5,-0.005368442819401396,0.003380418632070052,-154.5
-3.088,4.074779040553045e-5,-0.0057142958010635465,0.002845103496092536,-154.4
-3.086,4.1254063418303705e-5,-0.006006755989549933,0.0022744111106635296,-154.29999999999998
-3.084,4.176629251442572e-5,-0.006242205295164867,0.0016736682967187406,-154.20000000000002
-3.082,4.22845434008062e-5,-0.006417557205352048,0.001048571846293909,-154.1
-3.08,4.2808882454516206e-5,-0.006530294611466352,0.00040513546125922986,-154.0
-3.078,4.3339376728966964e-5,-0.006578502337662805,-0.00025036717502895973,-153.9
-3.076,4.3876093960137276e-5,-0.006560893976599834,-0.0009114626640478967,-153.8
-3.074,4.4419102572851386e-5,-0.006476832689513371,-0.0015715409268938494,-153.7
-3.072,4.496847168710605e-5,-0.006326345685202738,-0.002223920402897269,-153.6
-3.07,4.5524271124449206e-5,-0.0061101321530568796,-0.0028619147780165836,-153.5
-3.068,4.608657141440766e-5,-0.005829564488868944,-0.0034789005856054322,-153.4
-3.066,4.6655443800967635e-5,-0.005486682718227032,-0.004068385005192658,-153.29999999999998
-3.064,4.723096024910452e-5,-0.005084182090091455,-0.004624073174582968,-153.2
-3.062,4.7813193451366794e-5,-0.004625393882102461,-0.005139934327087839,-153.1
-3.06,4.84022168345089e-5,-0.004114259528528533,-0.005610266069129081,-153.0
-3.058,4.899810456617944e-5,-0.003555298250853082,-0.006029756123895929,-152.89999999999998
-3.056,4.9600931561659185e-5,-0.0029535684391140994,-0.006393540884136762,-152.8
-3.054,5.021077349065447e-5,-0.0023146230985387965,-0.006697260141458231,-152.7
-3.052,5.0827706784141474e-5,-0.0016444597400819346,-0.006937107390504426,-152.6
-3.05,5.1451808641266435e-5,-0.0009494651544604977,-0.007109875143891891,-152.5
-3.048,5.2083157036297014e-5,-0.0002363555665792198,-0.00721299473744741,-152.4
-3.046,5.27218307256312e-5,0.00048788727982490907,-0.007244570154799818,-152.29999999999998
-3.044,5.336790925485702e-5,0.0012160835094716408,-0.007203405455258517,-152.2
-3.042,5.402147296587068e-5,0.001940925334385379,-0.007089025448692626,-152.1
-3.04,5.4682603004046824e-5,0.0026550494273665567,-0.006901689325251271,-152.0
-3.038,5.535138132546696e-5,0.0033511107430285875,-0.006642397015643175,-151.89999999999998
-3.036,5.602789070420134e-5,0.004021857056014861,-0.00631288812867651,-151.8
-3.034,5.67122147396494e-5,0.004660203469823809,-0.005915633386163441,-151.7
-3.032,5.740443786393403e-5,0.005259306140844043,-0.005453818550411644,-151.6
-3.03,5.810464534935554e-5,0.005812634460964045,-0.0049313209155933835,-151.5
-3.028,5.881292331590048e-5,0.0063140409485133485,-0.0043526785105722126,-151.4
-3.026,5.952935873880967e-5,0.006757828111405697,-0.0037230522364727282,-151.29999999999998
-3.024,6.02540394562023e-5,0.007138811568092828,-0.003048181236650196,-151.2
-3.022,6.0987054176760765e-5,0.0074523787412008905,-0.002334331868963321,-151.1
-3.02,6.172849248747054e-5,0.007694542475284961,-0.0015882407196348171,-151.0
-3.018,6.247844486142315e-5,0.007861988973736515,-0.0008170521637377852,-150.89999999999998
-3.016,6.323700266567414e-5,0.007952119500138424,-2.8251038783631052e-5,-150.8
-3.014,6.400425816916398e-5,0.007963085345867059,0.000770408945691362,-150.7
-3.012,6.478030455069625e-5,0.00789381562798258,0.001570980388838212,-150.6
-3.01,6.55652359069785e-5,0.007744037548872406,0.002365400251254055,-150.5
-3.008,6.635914726072116e-5,0.007514288821089733,0.003145570023694758,-150.4
-3.006,6.716213456879985e-5,0.007205922036688398,0.0039034372250579845,-150.29999999999998
-3.004,6.797429473047658e-5,0.00682110083937127,0.004631077419953713,-150.2
-3.002,6.879572559568469e-5,0.006362787839175693,0.005320775931132846,-150.1
-3.0,6.962652597337405e-5,0.0058347242924256075,0.005965108415171727,-150.0
-2.998,7.046679563991968e-5,0.005241401653450537,0.006557019471309023,-149.9
-2.996,7.131663534759283e-5,0.004588025188276794,0.007089898463259577,-149.8
-2.994,7.217614683309358e-5,0.0038804699232773254,0.0075576517522067425,-149.70000000000002
-2.992,7.304543282615e-5,0.003125229282775305,0.007954770565907841,-149.6
-2.99,7.39245970581771e-5,0.0023293568479889814,0.008276393763765951,-149.5
-2.988,7.481374427100324e-5,0.00150040174464749,0.008518364800574229,-149.4
-2.986,7.571298022565809e-5,0.0006463382373137983,0.008677282242075809,-149.3
-2.984,7.662241171122815e-5,-0.00022450982587398488,0.008750543243097207,-149.2
-2.982,7.754214655377432e-5,-0.0011035490143861178,0.008736379463291515,-149.10000000000002
-2.98,7.847229362531815e-5,-0.0019820000052432453,0.008633884965908101,-149.0
-2.978,7.941296285289021e-5,-0.002850984158058273,0.008443035720840637,-148.9
-2.976,8.036426522764846e-5,-0.0037016121326634128,0.008164700413791524,-148.8
-2.974,8.132631281406008e-5,-0.004525073675989938,0.007800642347968723,-148.70000000000002
-2.972,8.229921875915221e-5,-0.00531272768258211,0.007353512312485642,-148.6
-2.97,8.328309730182778e-5,-0.006056191619636847,0.006826832381717615,-148.5
-2.968,8.427806378225177e-5,-0.006747429403049567,0.006224970701385987,-148.4
-2.966,8.528423465130174e-5,-0.007378836815737021,0.005553107409192234,-148.3
-2.964,8.630172748009109e-5,-0.007943323573592193,0.004817191929465301,-148.2
-2.962,8.733066096955613e-5,-0.00843439116774118,0.0040238919715973615,-148.10000000000002
-2.96,8.837115496011631e-5,-0.008846205644217888,0.0031805346500743993,-148.0
-2.958,8.942333044140059e-5,-0.009173664523500562,0.00229504022876894,-147.9
-2.956,9.048730956204629e-5,-0.009412457112287517,0.001375849072898053,-147.8
-2.954,9.156321563956517e-5,-0.00955911751797784,0.00043184246786803494,-147.70000000000002
-2.952,9.26511731702829e-5,-0.00961106974211713,-0.0005277419657782286,-147.6
-2.95,9.375130783934624e-5,-0.009566664301960176,-0.0014933994686442897,-147.5
-2.948,9.486374653080406e-5,-0.009425205908653228,-0.002455451101181274,-147.4
-2.946,9.598861733775797e-5,-0.009186971815611776,-0.0034041395677781522,-147.3
-2.944,9.712604957258622e-5,-0.008853220540672432,-0.004329726969544609,-147.2
-2.942,9.827617377723768e-5,-0.00842619075967337,-0.00522259351843821,-147.10000000000002
-2.94,9.943912173360182e-5,-0.007909090266356097,-0.006073336224204375,-147.0
-2.938,0.0001006150264739474,-0.007306074992946322,-0.006872866554167322,-146.9
-2.936,0.00010180402229143873,-0.006622218186450406,-0.007612506064528568,-146.8
-2.934,0.00010300624475072158,-0.005863469936630705,-0.008284079010544836,-146.70000000000002
-2.932,0.0001042218306985862,-0.005036607351732113,-0.008880000961884195,-146.6
-2.93,0.00010545091827470296,-0.004149175776332495,-0.009393362478463108,-146.5
-2.928,0.00010669364692243381,-0.0032094215411357,-0.009818006941010378,-146.4
-2.926,0.00010795015739971676,-0.00222621682614175,-0.010148601679183203,-146.3
-2.924,0.00010922059179002969,-0.001208977305406893,-0.01038070159791913,-146.2
-2.922,0.00011050509351342479,-0.00016757332264189033,-0.010510804569344992,-146.1
-2.92,0.00011180380733764483,0.000887764578730445,-0.010536397932424363,-146.0
-2.918,0.00011311687938930974,0.0019465448805285252,-0.010455995524931996,-145.9
-2.916,0.00011444445716518718,0.0029981181206065613,-0.01026916476156059,-145.79999999999998
-2.914,0.00011578668954353248,0.004031782730603239,-0.00997654336715588,-145.70000000000002
-2.912,0.00011714372679551441,0.00503689264160893,-0.009579845474349794,-145.6
-2.91,0.00011851572059671066,0.006002965588607784,-0.00908185689926358,-145.5
-2.908,0.00011990282403868962,0.006919791024981481,-0.008486419516455415,-145.4
-2.906,0.00012130519164066294,0.00777753654955341,-0.007798404763861887,-145.3
-2.904,0.0001227229793612252,0.008566851750919532,-0.0070236764190124935,-145.2
-2.902,0.00012415634461016562,0.00927896838718689,-0.006169042898193523,-145.1
-2.9,0.0001256054462603648,0.00990579584376338,-0.005242199439361779,-145.0
-2.898,0.00012707044465976833,0.010440010847360784,-0.004251660636358163,-144.9
-2.896,0.00012855150164344355,0.01087514046068671,-0.003206683895206764,-144.79999999999998
-2.894,0.00013004878054571344,0.011205637439035335,-0.0021171844819483855,-144.70000000000002
-2.892,0.00013156244621237686,0.011426947096711553,-0.0009936429244614229,-144.6
-2.89,0.00013309266501300443,0.011535564907355295,0.00015299438289513565,-144.5
-2.888,0.0001346396048533218,0.011529084147134829,0.0013114204442535482,-144.4
-2.886,0.000136203435187671,0.011406232982659428,0.0024700777989697404,-144.3
-2.884,0.00013778432703155674,0.011166900505500692,0.0036172724713249265,-144.2
-2.882,0.00013938245297427518,0.01081215132145701,0.0047412906234685324,-144.1
-2.88,0.00014099798719162534,0.010344228414147012,0.005830516761624044,-144.0
-2.878,0.00014263110545870432,0.009766544118108702,0.006873552316505684,-143.9
-2.876,0.00014428198516278838,0.009083659155175203,0.007859333401465425,-143.79999999999998
-2.874,0.00014595080531629482,0.008301249808339295,0.008777246546374417,-143.70000000000002
-2.872,0.00014763774656983248,0.007426063428389623,0.009617241211873946,-143.6
-2.87,0.00014934299122533408,0.006465862589110741,0.010369937907435716,-143.5
-2.868,0.00015106672324927676,0.005429358325501466,0.011026730767665667,-143.4
-2.866,0.0001528091282859847,0.00432613300513322,0.011579883484210095,-143.3
-2.864,0.00015457039367102398,0.0031665534941540956,0.01202261754526378,-143.2
-2.862,0.00015635070844467579,0.0019616753854269408,0.012349191800554635,-143.1
-2.86,0.0001581502633655037,0.0007231391556907473,0.012554972446286394,-143.0
-2.858,0.0001599692509240036,-0.0005369407895927722,0.012636492611182704,-142.9
-2.856,0.0001618078653563447,-0.001806093141964004,0.01259150082074791,-142.79999999999998
-2.854,0.00016366630265819262,-0.00307161167102575,0.012418997721257985,-142.70000000000002
-2.852,0.00016554476059862973,-0.004320680982599882,0.012119260556866886,-142.6
-2.85,0.00016744343873415296,-0.0055405048239286405,0.011693855011508242,-142.5
-2.848,0.0001693625384227713,-0.006718435665992519,0.011145634150854358,-142.4
-2.846,0.00017130226283818326,-0.007842104265496875,0.010478724327286169,-142.3
-2.844,0.0001732628169840519,-0.008899547894458123,0.00969849804136176,-142.2
-2.842,0.0001752444077083625,-0.009879335923801781,0.008811533885371044,-142.1
-2.84,0.00017724724371787656,-0.01077069145919193,0.007825563826892383,-142.0
-2.838,0.00017927153559267167,-0.011563607752434802,0.006749408221503676,-141.9
-2.836,0.00018131749580077634,-0.012248958150177146,0.005592899072572758,-141.79999999999998
-2.834,0.0001833853387128911,-0.012818598392974088,0.004366792181056159,-141.70000000000002
-2.832,0.00018547528061720796,-0.013265460141791875,0.0030826689481258025,-141.6
